Image_Number,Obj_00_ImagePosLeft,Obj_00_ImagePosRight,Obj_00_ImagePosTop,Obj_00_ImagePosBottom,Obj_01_ImagePosLeft,Obj_01_ImagePosRight,Obj_01_ImagePosTop,Obj_01_ImagePosBottom,Obj_02_ImagePosLeft,Obj_02_ImagePosRight,Obj_02_ImagePosTop,Obj_02_ImagePosBottom,Obj_03_ImagePosLeft,Obj_03_ImagePosRight,Obj_03_ImagePosTop,Obj_03_ImagePosBottom,Obj_04_ImagePosLeft,Obj_04_ImagePosRight,Obj_04_ImagePosTop,Obj_04_ImagePosBottom,Obj_05_ImagePosLeft,Obj_05_ImagePosRight,Obj_05_ImagePosTop,Obj_05_ImagePosBottom,Obj_06_ImagePosLeft,Obj_06_ImagePosRight,Obj_06_ImagePosTop,Obj_06_ImagePosBottom,Obj_07_ImagePosLeft,Obj_07_ImagePosRight,Obj_07_ImagePosTop,Obj_07_ImagePosBottom,Obj_08_ImagePosLeft,Obj_08_ImagePosRight,Obj_08_ImagePosTop,Obj_08_ImagePosBottom,Obj_09_ImagePosLeft,Obj_09_ImagePosRight,Obj_09_ImagePosTop,Obj_09_ImagePosBottom
46105,627,666,466,508,695,754,479,532,479,535,474,521,547,583,466,502,600,626,474,500,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46106,627,666,466,508,696,755,479,532,479,535,475,521,547,583,467,502,600,626,475,501,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46107,627,666,467,508,697,756,480,532,480,535,474,521,547,582,467,502,600,626,475,500,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46108,627,667,467,509,698,757,480,532,480,535,474,521,547,582,468,503,601,626,476,501,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46109,627,667,467,509,699,758,480,532,480,535,474,520,546,582,468,503,601,627,476,502,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46110,628,667,468,509,700,759,480,532,480,535,474,521,546,582,468,504,601,627,476,502,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46111,628,667,467,508,702,760,481,532,480,535,474,520,546,582,468,502,602,627,477,502,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46112,628,668,468,509,703,761,481,532,480,535,474,520,546,581,468,503,602,628,478,503,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46113,628,669,467,510,704,761,481,533,480,536,474,521,545,582,468,503,602,628,477,502,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46114,629,669,468,510,705,762,481,533,479,536,474,522,545,581,468,504,602,628,477,502,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46115,630,669,468,509,706,763,481,532,479,536,474,522,545,581,469,503,603,628,478,502,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46116,630,669,468,509,707,764,481,532,479,536,474,522,545,581,469,504,603,628,479,503,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46116,630,669,468,509,707,764,481,532,479,536,474,522,545,581,469,504,603,628,479,503,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46119,631,671,468,510,710,767,482,533,481,538,475,523,544,581,469,505,604,629,479,502,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46120,632,672,469,510,711,768,482,533,480,538,476,524,544,581,470,505,604,630,479,503,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46121,632,671,467,509,710,769,481,534,483,538,478,525,546,581,471,504,604,631,478,503,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46122,632,672,468,509,711,770,481,534,483,539,478,525,546,581,471,505,605,632,478,504,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46123,632,672,468,510,711,769,482,533,483,539,478,524,545,580,472,506,605,633,477,504,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46124,633,673,468,511,713,771,482,533,484,539,478,525,545,581,473,507,606,633,478,504,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46125,633,675,467,510,715,773,482,533,484,540,479,526,544,581,471,506,606,633,479,504,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46126,634,675,468,511,716,774,482,533,484,540,479,526,544,581,471,506,607,633,480,505,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46127,634,676,468,512,717,775,482,534,484,541,479,526,545,581,472,507,607,633,481,506,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46128,634,677,468,512,718,776,482,534,485,542,479,526,545,581,473,507,608,634,481,506,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46129,636,677,471,513,720,778,484,536,483,541,481,529,545,580,473,507,608,635,484,509,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46130,637,677,471,513,721,779,484,536,484,541,481,529,545,580,473,508,609,635,484,509,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46131,638,677,472,512,720,780,484,537,483,543,482,532,545,580,475,508,609,636,484,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46132,639,678,473,513,722,781,484,537,483,543,482,532,545,580,475,509,609,636,485,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46133,639,678,475,515,723,782,486,539,484,543,484,532,545,580,474,509,416,479,436,518,609,637,485,511,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46134,640,679,475,515,723,783,486,539,484,543,484,533,545,580,475,509,415,478,437,519,610,638,485,511,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46134,640,679,475,515,723,783,486,539,484,543,484,533,545,580,475,509,415,478,437,519,610,638,485,511,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46137,641,680,475,516,726,784,488,539,485,544,483,533,544,580,473,510,413,477,436,519,611,638,486,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46138,641,681,475,516,727,785,488,539,485,545,483,533,544,580,474,510,413,477,436,519,611,639,487,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46139,640,683,475,519,728,784,488,539,488,544,487,534,544,579,474,510,412,477,432,519,612,639,486,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46140,640,683,475,519,729,785,488,539,488,545,487,534,544,579,474,510,412,476,432,519,612,639,487,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46141,641,683,475,519,729,785,489,539,489,546,486,534,544,580,474,509,412,474,434,519,613,639,486,511,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46142,641,684,475,519,730,786,489,539,489,546,486,534,544,579,474,510,411,474,434,519,613,639,486,511,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46143,642,684,476,519,732,786,490,538,490,546,485,532,545,579,474,509,411,474,432,520,613,639,485,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46144,642,684,476,519,732,786,490,538,490,546,485,532,545,579,474,509,410,474,432,520,613,639,485,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46145,643,684,477,520,732,787,490,539,491,548,486,533,543,578,472,510,409,474,430,520,613,640,484,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46146,643,684,477,520,732,787,490,539,491,548,486,533,542,578,472,510,408,474,430,521,613,640,485,511,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46147,642,685,475,518,733,788,490,539,491,549,486,534,540,579,466,509,408,471,432,519,613,640,483,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46148,642,685,475,519,733,788,490,539,491,549,486,535,540,578,466,509,407,470,432,520,613,640,483,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46149,643,685,475,519,733,788,489,539,491,550,487,536,539,578,467,510,406,469,433,520,613,640,483,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46150,643,685,475,519,733,788,489,539,491,550,487,536,539,577,467,510,405,468,433,520,613,639,483,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46151,643,686,475,520,734,789,489,538,492,552,486,536,539,578,463,510,403,468,434,521,613,640,483,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46152,643,686,475,520,735,789,489,538,492,552,486,536,538,578,463,511,402,467,434,521,613,640,483,511,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46152,643,686,475,520,735,789,489,538,492,552,486,536,538,578,463,511,402,467,434,521,613,640,483,511,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46155,644,687,475,520,735,790,488,538,494,554,488,538,534,574,461,510,400,463,438,522,613,641,483,511,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46156,644,687,475,520,735,791,489,538,494,554,488,538,533,573,461,510,399,463,438,522,613,641,483,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46157,645,688,474,519,736,790,488,536,496,554,487,536,533,572,458,511,398,462,438,522,612,641,482,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46158,645,688,474,519,736,790,488,536,496,554,487,536,532,572,459,511,397,461,438,522,612,641,482,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46159,645,689,474,519,736,791,486,535,497,555,486,535,532,572,460,512,395,461,438,523,612,642,481,511,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46160,645,689,474,519,736,791,486,535,497,556,486,535,532,571,460,512,394,460,438,523,612,641,482,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46161,645,689,473,519,737,791,486,534,497,558,484,535,394,461,437,523,613,642,481,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46162,645,689,473,519,737,791,486,534,498,558,484,535,393,460,437,523,613,642,481,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46163,645,688,473,518,738,791,485,532,498,559,482,534,392,458,438,523,614,642,481,509,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46164,645,689,473,518,738,790,485,532,498,560,482,534,391,457,438,523,613,642,481,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46165,646,689,473,517,737,791,484,532,500,560,483,534,389,459,438,525,614,641,481,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46166,646,689,473,517,737,791,484,532,500,561,483,534,388,458,438,526,614,641,481,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46167,647,689,473,517,737,792,484,532,501,561,483,533,388,457,438,525,613,641,481,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46168,646,689,473,517,737,791,484,532,501,561,483,533,386,456,438,526,613,641,481,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46169,646,690,472,518,738,791,486,534,504,564,485,535,384,456,435,526,613,641,481,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46170,646,690,472,518,737,791,486,534,504,564,485,535,382,455,435,526,613,641,481,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46170,646,690,472,518,737,791,486,534,504,564,485,535,382,455,435,526,613,641,481,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46173,647,691,472,519,737,791,488,536,506,568,486,538,380,451,438,528,612,641,481,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46174,647,691,472,519,737,791,488,536,506,569,486,538,378,450,438,528,612,641,481,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46175,648,691,474,518,737,791,488,536,508,571,486,538,376,450,431,526,612,642,482,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46176,648,691,474,518,737,791,488,536,509,572,486,539,375,449,430,526,611,642,482,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46177,648,691,474,519,738,791,487,535,507,574,483,539,373,448,431,528,611,641,482,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46178,648,691,474,519,737,791,487,535,508,575,483,539,372,447,431,528,611,641,482,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46179,648,691,475,520,738,791,489,537,514,576,490,542,371,447,432,530,613,640,484,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46180,648,691,475,520,737,790,489,537,514,577,490,542,369,446,432,531,612,640,484,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46181,648,692,476,522,737,791,488,536,516,580,489,542,368,444,433,531,612,641,485,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46182,648,692,476,522,737,791,488,536,517,580,489,543,367,443,433,531,612,640,485,514,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46183,650,692,478,522,737,790,490,538,519,582,491,543,368,442,433,529,613,641,484,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46184,650,692,478,522,737,790,490,538,520,583,491,544,366,440,433,529,612,641,484,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46185,650,692,478,521,737,790,490,536,520,584,486,540,366,440,432,528,613,641,483,512,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46186,650,692,477,521,737,789,490,536,521,585,486,540,365,439,432,528,612,641,483,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46187,651,691,479,521,737,789,485,532,521,586,483,537,365,439,434,528,610,641,479,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46187,651,691,479,521,737,789,485,532,521,586,483,537,365,439,434,528,610,641,479,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46190,650,690,479,521,735,788,485,532,523,588,483,537,359,434,434,529,608,640,479,514,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46191,649,691,475,519,736,789,484,531,524,588,481,535,359,432,435,527,609,639,480,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46192,649,691,475,519,735,788,484,531,525,589,481,535,357,430,435,527,608,639,480,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46193,651,691,476,518,736,787,484,530,529,591,485,536,355,431,434,530,611,640,480,509,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46194,651,691,476,518,736,787,484,530,530,592,485,536,354,430,434,530,611,640,480,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46195,651,691,476,518,736,786,485,531,531,594,484,537,352,428,436,532,611,639,481,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46196,651,691,476,518,735,786,485,530,531,595,484,537,351,427,436,532,611,639,481,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46197,651,692,475,518,736,787,484,530,533,597,486,540,347,424,434,529,610,637,479,506,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46198,650,692,475,518,735,787,484,530,534,598,486,540,345,422,433,529,610,637,479,506,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46199,650,692,474,518,735,786,483,528,535,600,483,537,343,420,433,528,607,638,477,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46200,650,692,474,518,734,785,483,528,536,601,483,537,341,418,433,528,607,637,477,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46201,650,691,472,515,735,785,481,526,539,602,484,537,338,416,433,529,608,637,477,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46202,650,691,472,515,734,784,481,526,540,603,484,537,336,415,433,529,607,636,477,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46203,649,691,470,514,734,785,480,525,542,605,484,537,334,414,431,528,606,636,476,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46203,649,691,470,514,734,785,480,525,542,605,484,537,334,414,431,528,606,636,476,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46206,648,690,470,514,732,782,480,525,545,608,484,537,327,408,431,529,604,635,476,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46207,649,690,470,513,732,783,478,524,548,610,483,534,325,409,427,530,604,636,471,506,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46208,649,690,470,513,731,782,478,524,549,611,483,534,323,407,427,530,603,635,471,506,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46209,649,690,471,514,732,782,479,524,551,612,484,535,322,404,429,529,599,634,470,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46210,648,689,471,514,731,781,479,524,552,613,484,535,320,402,428,529,599,634,470,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46211,647,688,471,514,730,780,479,524,552,617,483,538,319,405,422,529,602,634,472,505,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46212,647,688,471,514,730,780,479,524,554,619,483,538,317,403,422,529,601,633,472,505,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46213,647,688,470,514,730,779,481,525,556,620,486,539,314,401,423,531,602,633,475,506,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46214,647,688,470,514,730,779,481,525,557,621,486,539,312,399,423,532,602,633,475,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46215,647,689,470,515,730,779,482,526,559,623,487,541,308,396,418,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46216,646,688,470,515,729,778,482,526,560,624,487,541,305,395,418,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46216,646,688,470,515,729,778,482,526,560,624,487,541,305,395,418,531,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46219,646,688,470,514,727,777,483,527,563,629,486,542,300,389,419,533,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46220,645,687,470,514,727,776,483,527,564,630,486,542,297,387,419,533,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46221,645,687,471,515,728,776,484,527,565,631,488,543,296,385,415,534,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46222,645,687,471,515,728,776,484,527,567,633,488,543,294,383,415,534,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46223,644,687,471,516,728,776,484,527,567,635,487,544,291,381,415,535,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46224,644,687,471,516,727,775,484,527,569,637,487,544,289,379,415,536,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46225,572,638,486,541,646,687,473,517,728,776,485,527,289,376,417,535,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46226,573,639,486,541,645,687,473,517,728,775,485,527,287,374,417,535,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46227,575,640,486,541,646,688,472,516,728,775,484,526,286,373,416,533,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46228,576,641,486,541,646,688,472,516,727,775,484,526,284,371,415,533,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46229,577,643,485,541,646,688,474,516,728,776,483,526,281,369,417,535,490,532,473,515,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46230,578,645,485,541,646,688,474,516,727,775,483,526,279,367,417,535,489,531,472,515,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46231,580,646,486,541,645,687,474,517,728,776,483,526,277,366,416,535,489,531,472,515,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46232,582,648,485,541,645,687,474,517,728,775,483,526,275,364,416,536,489,531,472,515,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46233,583,649,485,541,646,687,471,515,729,776,483,525,274,364,420,536,489,530,473,515,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46234,585,651,485,542,645,687,471,515,729,776,483,525,272,362,420,536,488,530,473,515,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46234,585,651,485,542,645,687,471,515,729,776,483,525,272,362,420,536,488,530,473,515,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46237,589,657,486,544,644,687,471,516,729,777,483,526,265,357,420,538,488,529,473,514,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46238,590,659,486,544,644,687,471,516,729,777,483,526,263,355,420,539,488,529,473,514,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46239,592,661,486,544,644,688,468,516,729,777,483,526,260,354,421,538,487,529,473,514,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46240,594,663,486,544,645,689,468,516,729,777,483,526,258,352,421,538,487,528,473,514,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46241,595,664,486,544,643,689,466,516,730,777,483,526,257,350,423,538,487,528,473,514,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46242,597,666,486,544,643,689,466,516,730,777,483,525,255,348,423,538,487,528,473,514,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46243,599,668,483,542,643,689,466,517,730,777,483,525,251,349,419,539,487,527,474,514,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46244,601,670,483,542,643,689,466,517,730,777,483,525,249,347,418,539,487,527,474,514,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46245,602,674,481,542,645,689,467,517,731,778,481,523,247,345,418,539,486,528,472,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46246,603,675,481,542,645,690,467,517,732,778,481,523,244,343,418,539,486,527,472,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46247,604,677,480,542,732,778,481,522,243,341,416,540,486,527,472,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46248,606,679,480,542,732,778,481,522,241,339,415,540,485,527,472,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46249,609,680,482,543,733,778,480,520,239,338,413,539,485,527,471,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46250,610,682,482,543,733,778,480,520,237,336,413,540,485,527,471,513,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46251,612,682,485,544,734,779,480,520,232,336,407,540,485,526,471,514,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46252,614,684,484,544,734,779,480,520,229,334,407,540,484,526,471,514,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46253,616,687,486,547,734,780,480,522,226,333,408,543,484,526,472,515,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46254,617,689,486,547,734,780,480,522,223,331,408,544,483,526,472,515,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46255,619,691,485,546,735,781,481,523,223,328,409,544,483,526,472,516,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
46256,621,692,485,546,735,781,481,523,221,326,408,545,483,525,472,516,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
