ImageNumber,Obj_0_X1,Obj_0_X2,Obj_0_Y1,Obj_0_Y2,Obj_1_X1,Obj_1_X2,Obj_1_Y1,Obj_1_Y2,Obj_2_X1,Obj_2_X2,Obj_2_Y1,Obj_2_Y2,Obj_3_X1,Obj_3_X2,Obj_3_Y1,Obj_3_Y2,Obj_4_X1,Obj_4_X2,Obj_4_Y1,Obj_4_Y2,Obj_5_X1,Obj_5_X2,Obj_5_Y1,Obj_5_Y2,Obj_6_X1,Obj_6_X2,Obj_6_Y1,Obj_6_Y2
45974,,,,,,,,,,,,,,,,,533,601,485.5,537.5,,,,,,,,
45975,,,,,,,,,,,,,,,,,534,602,486,538,,,,,,,,
45976,,,,,,,,,,,,,,,,,535.3333333,603.3333333,485.6666667,537.8333333,,,,,,,,
45977,,,,,,,,,,,,,,,,,536.6666667,604.6666667,485.3333333,537.6666667,,,,,,,,
45978,,,,,,,,,,,,,,,,,538,606,485,537.5,,,,,,,,
45979,,,,,,,,,,,,,,,,,539.3333333,607.3333333,484.6666667,537.3333333,,,,,,,,
45980,,,,,,,,,,,,,,,,,540.6666667,608.6666667,484.3333333,537.1666667,,,,,,,,
45981,,,,,,,,,,,,,,,,,542,610,484,537,,,,,,,,
45982,,,,,,,,,,,,,,,,,543.1875,611.125,484,537.125,,,,,,,,
45983,,,,,,,,,,,,,,,,,544.375,612.25,484,537.25,,,,,,,,
45984,,,,,,,,,,,,,,,,,545.5625,613.375,484,537.375,,,,,,,,
45985,,,,,,,,,,,,,,,,,546.75,614.5,484,537.5,,,,,,,,
45986,,,,,,,,,,,,,,,,,547.9375,615.625,484,537.625,,,,,,,,
45987,,,,,,,,,,,,,,,,,549.125,616.75,484,537.75,,,,,,,,
45988,,,,,,,,,,,,,,,,,550.3125,617.875,484,537.875,,,,,,,,
45989,,,,,,,,,,,,,,,,,551.5,619,484,538,,,,,,,,
45990,,,,,,,,,,,,,,,,,552.6875,620.125,484,538.125,,,,,,,,
45991,,,,,,,,,,,,,,,,,553.875,621.25,484,538.25,,,,,,,,
45992,,,,,,,,,,,,,,,,,555.0625,622.375,484,538.375,,,,,,,,
45993,,,,,,,,,,,,,,,,,556.25,623.5,484,538.5,,,,,,,,
45994,,,,,,,,,,,,,,,,,557.4375,624.625,484,538.625,,,,,,,,
45995,,,,,,,,,,,,,,,,,558.625,625.75,484,538.75,,,,,,,,
45996,,,,,,,,,,,,,,,,,559.8125,626.875,484,538.875,,,,,,,,
45997,,,,,,,,,,,,,,,,,561,628,484,539,,,,,,,,
45998,,,,,,,,,,,,,,,,,562.2777778,629.3888889,484,539.1111111,,,,,,,,
45999,,,,,,,,,,,,,,,,,563.5555556,630.7777778,484,539.2222222,,,,,,,,
46000,,,,,,,,,,,,,,,,,564.8333333,632.1666667,484,539.3333333,,,,,,,,
46001,,,,,,,,,,,,,,,,,566.1111111,633.5555556,484,539.4444444,,,,,,,,
46002,,,,,,,,,,,,,,,,,567.3888889,634.9444444,484,539.5555556,,,,,,,,
46003,,,,,,,,,,,,,,,,,568.6666667,636.3333333,484,539.6666667,,,,,,,,
46004,,,,,,,,,,,,,,,,,569.9444444,637.7222222,484,539.7777778,,,,,,,,
46005,,,,,,,,,,,,,,,,,571.2222222,639.1111111,484,539.8888889,,,,,,,,
46006,,,,,,,,,,,,,,,,,572.5,640.5,484,540,,,,,,,,
46007,,,,,,,,,,,,,,,,,573.7777778,641.8888889,484,540.1111111,,,,,,,,
46008,,,,,,,,,,,,,,,,,575.0555556,643.2777778,484,540.2222222,,,,,,,,
46009,,,,,,,,,,,,,,,,,576.3333333,644.6666667,484,540.3333333,,,,,,,,
46010,,,,,,,,,,,,,,,,,577.6111111,646.0555556,484,540.4444444,,,,,,,,
46011,,,,,,,,,,,,,,,,,578.8888889,647.4444444,484,540.5555556,,,,,,,,
46012,,,,,,,,,,,,,,,,,580.1666667,648.8333333,484,540.6666667,,,,,,,,
46013,,,,,,,,,,,,,,,,,581.4444444,650.2222222,484,540.7777778,,,,,,,,
46014,,,,,,,,,,,,,,,,,582.7222222,651.6111111,484,540.8888889,,,,,,,,
46015,,,,,,,,,,,,,,,,,584,653,484,541,,,,,,,,
46016,,,,,,,,,,,,,,,,,585.25,654.0833333,484.1666667,540.9166667,,,,,,,,
46017,,,,,,,,,,,,,,,,,586.5,655.1666667,484.3333333,540.8333333,,,,,,,,
46018,,,,,,,,,,,,,,,,,587.75,656.25,484.5,540.75,,,,,,,,
46019,,,,,,,,,,,,,,,,,589,657.3333333,484.6666667,540.6666667,,,,,,,,
46020,,,,,,,,,,,,,,,,,590.25,658.4166667,484.8333333,540.5833333,,,,,,,,
46021,,,,,,,,,,,,,,,,,591.5,659.5,485,540.5,,,,,,,,
46022,,,,,,,,,,,,,,,,,592.75,660.5833333,485.1666667,540.4166667,,,,,,,,
46023,,,,,,,,,,,,,,,,,594,661.6666667,485.3333333,540.3333333,,,,,,,,
46024,,,,,,,,,,,,,,,,,595.25,662.75,485.5,540.25,,,,,,,,
46025,,,,,,,,,,,,,,,,,596.5,663.8333333,485.6666667,540.1666667,,,,,,,,
46026,,,,,,,,,,,,,,,,,597.75,664.9166667,485.8333333,540.0833333,,,,,,,,
46027,,,,,,,,,,,,,,,,,599,666,486,540,,,,,,,,
46028,,,,,,,,,,,,,,,,,600.5,667.3,485.6,539.9,,,,,,,,
46029,,,,,,,,,,,,,,,,,602,668.6,485.2,539.8,,,,,,,,
46030,,,,,,,,,,,,,,,,,603.5,669.9,484.8,539.7,,,,,,,,
46031,,,,,,,,,,,,,,,,,605,671.2,484.4,539.6,,,,,,,,
46032,,,,,,,,,,,,,,,,,606.5,672.5,484,539.5,,,,,,,,
46033,,,,,,,,,,,,,,,,,608,673.8,483.6,539.4,,,,,,,,
46034,,,,,,,,,,,,,,,,,609.5,675.1,483.2,539.3,,,,,,,,
46035,,,,,,,,,,,,,,,,,611,676.4,482.8,539.2,,,,,,,,
46036,,,,,,,,,,,,,,,,,612.5,677.7,482.4,539.1,,,,,,,,
46037,,,,,,,,,,,,,,,,,614,679,482,539,,,,,,,,
46038,,,,,,,,,,,,,,,,,615.4096375,680.21463,481.093796,537.9227905,,,,,,,,
46039,,,,,,,,,,,,,,,,,616.819275,681.42926,480.187592,536.845581,,,,,,,,
46040,,,,,,,,,,,,,,,,,617.9222105,683.1744385,479.422089,536.64328,,,,,,,,
46041,,,,,,,,,,,,,,,,,619.025146,684.919617,478.656586,536.440979,,,,,,,,
46042,,,,,,,,,,,,,,,,,620.312805,686.196167,478.628296,536.402954,,,,,,,,
46043,,,,,,,,,,,,,,,,,621.600464,687.472717,478.600006,536.364929,,,,,,,,
46044,,,,,,,,,,,,,,,,,623.300232,688.7363585,478.300003,535.1824645,,,,,,,,
46045,,,,,,,,,,,,,,,,,625,690,478,534,,,,,,,,
46046,,,,,,,,,,,,,,,,,626.495575,691.6505735,477.278885,533.4124145,,,,,,,,
46047,,,,,,,,,,,,,,,,,627.99115,693.301147,476.55777,532.824829,,,,,,,,
46048,,,,,,,,,,,,,,,,,629.407837,694.6072995,475.9020845,532.0739135,,,,,,,,
46049,,,,,,,,,,,,,,,,,630.824524,695.913452,475.246399,531.322998,,,,,,,,
46050,,,,,,,,,,,,,,,,,632.1001585,697.2231445,474.8085175,530.914459,,,,,,,,
46051,,,,,,,,,,,,,,,,,633.375793,698.532837,474.370636,530.50592,,,,,,,,
46052,,,,,,,,,,,,,,,,,634.5197445,699.8015135,474.238907,530.481628,,,,,,,,
46053,,,,,,,,,,,,,,,,,635.663696,701.07019,474.107178,530.457336,,,,,,,,
46054,,,,,,,,,,,,,,,,,636.831848,702.535095,474.553589,531.228668,,,,,,,,
46055,,,,,,,,,,,,,,,,,638,704,475,532,,,,,,,,
46056,,,,,,,,,,,,,,,,,639.5833333,705.3333333,475.75,532.4166667,,,,,,,,
46057,,,,,,,,,,,,,,,,,641.1666667,706.6666667,476.5,532.8333333,,,,,,,,
46058,,,,,,,,,,,,,,,,,642.75,708,477.25,533.25,,,,,,,,
46059,,,,,,,,,,,,,,,,,644.3333333,709.3333333,478,533.6666667,,,,,,,,
46060,,,,,,,,,,,,,,,,,645.9166667,710.6666667,478.75,534.0833333,,,,,,,,
46061,,,,,,,,,,,,,,,,,647.5,712,479.5,534.5,,,,,,,,
46062,,,,,,,,,,,,,,,,,649.0833333,713.3333333,480.25,534.9166667,,,,,,,,
46063,,,,,,,,,,,,,,,,,650.6666667,714.6666667,481,535.3333333,,,,,,,,
46064,,,,,,,,,,,,,,,,,652.25,716,481.75,535.75,,,,,,,,
46065,,,,,,,,,,,,,,,,,653.8333333,717.3333333,482.5,536.1666667,,,,,,,,
46066,,,,,,,,,,,,,,,,,655.4166667,718.6666667,483.25,536.5833333,,,,,,,,
46067,,,,,,,,,,,,,,,,,657,720,484,537,,,,,,,,
46068,,,,,,,,,,,,,,,,,658,721.2,483.7,536.9,,,,,,,,
46069,,,,,,,,,,,,,,,,,659,722.4,483.4,536.8,,,,,,,,
46070,,,,,,,,,,,,,,,,,660,723.6,483.1,536.7,,,,,,,,
46071,,,,,,,,,,,,,,,,,661,724.8,482.8,536.6,,,,,,,,
46072,,,,,,,,,,,,,,,,,662,726,482.5,536.5,,,,,,,,
46073,,,,,,,,,,,,,,,,,663,727.2,482.2,536.4,,,,,,,,
46074,,,,,,,,,,,,,,,,,664,728.4,481.9,536.3,,,,,,,,
46075,,,,,626,665,464,507,,,,,,,,,665,729.6,481.6,536.2,485,542,475,518,,,,
46076,,,,,626.2891235,665.0288695,464.520096,507.2331545,,,,,,,,,666,730.8,481.3,536.1,484.5,541.6666667,475.1666667,518.6666667,,,,
46077,,,,,626.578247,665.057739,465.040192,507.466309,,,,,,,,,667,732,481,536,484,541.3333333,475.3333333,519.3333333,,,,
46078,,,,,627.0807495,665.0953065,465.74939,507.662903,,,,,,,,,668.2911985,732.756439,481.325073,535.872589,483.5,541,475.5,520,,,,
46079,,,,,627.583252,665.132874,466.458588,507.859497,,,,,,,,,669.582397,733.512878,481.650146,535.745178,483,540.6666667,475.6666667,520.6666667,,,,
46080,,,,,627.6285095,665.082947,467.025467,508.321411,,,,,,,,,670.2911985,734.256439,481.325073,535.872589,482.5,540.3333333,475.8333333,521.3333333,,,,
46081,,,,,627.673767,665.03302,467.592346,508.783325,,,,,,,,,671,735,481,536,482,540,476,522,,,,
46082,,,,,626.8368835,665.01651,467.296173,509.8916625,,,,,,,,,672.5,736,481.5,536.5,482.5,540,476,522.5,,,,
46083,,,,,626,665,467,511,,,,,,,,,674,737,482,537,483,540,476,523,,,,
46084,,,,,625.8333333,664.6666667,467.3333333,511.5,,,,,,,,,674.2608645,737.426117,482.213333,536.925659,482.6666667,539.6666667,476.1666667,523.3333333,,,,
46085,,,,,625.6666667,664.3333333,467.6666667,512,,,,,,,,,674.521729,737.852234,482.426666,536.851318,482.3333333,539.3333333,476.3333333,523.6666667,,,,
46086,,,,,625.5,664,468,512.5,,,,,,,,,675.601685,738.2947085,483.018997,536.895813,482,539,476.5,524,,,,
46087,,,,,625.3333333,663.6666667,468.3333333,513,,,,,,,,,676.681641,738.737183,483.611328,536.940308,481.6666667,538.6666667,476.6666667,524.3333333,,,,
46088,,,,,625.1666667,663.3333333,468.6666667,513.5,,,,,,,,,677.514374,739.3151855,483.8992005,537.0092775,481.3333333,538.3333333,476.8333333,524.6666667,,,,
46089,,,,,625,663,469,514,,,,,,,,,678.347107,739.893188,484.187073,537.078247,481,538,477,525,,,,
46090,,,,,625,663,469,514,,,,,,,,,679.001892,740.6950985,484.1313935,537.1490175,480.5,537.5,477,525.3333333,,,,
46091,,,,,625,663,469,514,,,,,,,,,679.656677,741.497009,484.075714,537.219788,480,537,477,525.6666667,,,,
46092,,,,,625.1428571,663.0714286,469.2857143,514.2857143,,,,,,,,,680.514099,742.3229675,484.179596,537.296631,479.5,536.5,477,526,,,,
46093,,,,,625.2857143,663.1428571,469.5714286,514.5714286,,,,,,,,,681.371521,743.148926,484.283478,537.373474,479,536,477,526.3333333,,,,
46094,,,,,625.4285714,663.2142857,469.8571429,514.8571429,,,,,,,,,681.971771,744.2979125,484.2146915,537.7762755,478.5,535.5,477,526.6666667,,,,
46095,,,,,625.5714286,663.2857143,470.1428571,515.1428571,,,,,,,,,682.572021,745.446899,484.145905,538.179077,478,535,477,527,,,,
46096,,,,,625.7142857,663.3571429,470.4285714,515.4285714,,,,,,,,,683.3917845,746.296661,484.4690705,538.528015,477,534,477.5,527.5,,,,
46097,,,,,625.8571429,663.4285714,470.7142857,515.7142857,,,,,,,,,684.211548,747.146423,484.792236,538.876953,476,533,478,528,,,,
46098,,,,,626,663.5,471,516,,,,,,,,,685.119324,748.03656,485.137985,539.20755,476.5,533.5,478.5,528.5,,,,
46099,,,,,626.1428571,663.5714286,471.2857143,516.2857143,,,,,,,,,686.0271,748.926697,485.483734,539.538147,477,534,479,529,,,,
46100,,,,,626.2857143,663.6428571,471.5714286,516.5714286,,,,,,,,,686.9710085,750.0793155,485.497589,539.731354,476.4727785,533.3239135,479.4328005,529.3022155,,,,
46101,,,,,626.4285714,663.7142857,471.8571429,516.8571429,,,,,,,,,687.914917,751.231934,485.511444,539.924561,475.945557,532.647827,479.865601,529.604431,,,,
46102,,,,,626.5714286,663.7857143,472.1428571,517.1428571,,,,,,,,,688.4574585,751.615967,485.755722,539.9622805,475.955124,532.6860655,479.9591675,529.7231445,,,,
46103,,,,,626.7142857,663.8571429,472.4285714,517.4285714,,,,,,,,,689,752,486,540,475.964691,532.724304,480.052734,529.841858,,,,
46104,,,,,626.8571429,663.9285714,472.7142857,517.7142857,,,,,,,,,689.9098205,753.002136,485.934952,540.014099,475.908722,532.781311,480.187454,530.0756835,,,,
46105,,,,,627,664,473,518,,,,,,,,,690.819641,754.004272,485.869904,540.028198,475.852753,532.838318,480.322174,530.309509,,,,
46106,,,,,627.5,665,473,518,,,,,,,,,691.9098205,755.002136,485.934952,540.014099,475.6634525,532.7214355,480.6049195,530.6557615,,,,
46107,,,,,628,666,473,518,,,,,,,,,693,756,486,540,475.474152,532.604553,480.887665,531.002014,,,,
46108,,,,,628.25,666.25,473.1666667,518.0833333,,,,,,,,,694,757,486,540,475.4319155,532.7738035,480.8713535,531.1712035,,,,
46109,,,,,628.5,666.5,473.3333333,518.1666667,,,,,,,,,695,758,486,540,475.389679,532.943054,480.855042,531.340393,,,,
46110,,,,,628.75,666.75,473.5,518.25,,,,,,,,,696,759,486,539.75,476.1948395,534.471527,480.927521,531.1701965,,,,
46111,,,,,629,667,473.6666667,518.3333333,,,,,,,,,697,760,486,539.5,477,536,481,531,,,,
46112,,,,,629.25,667.25,473.8333333,518.4166667,,,,,,,,,698,761,486,539.25,476.4443205,535.374573,481.0871735,531.028076,,,,
46113,,,,,629.5,667.5,474,518.5,,,,,,,,,699,762,486,539,475.888641,534.749146,481.174347,531.056152,,,,
46114,,,,,629.75,667.75,474.1666667,518.5833333,,,,,,,,,700.125,763.125,486.375,539.25,476.1537015,534.969025,481.214035,531.057556,,,,
46115,,,,,630,668,474.3333333,518.6666667,,,,,,,,,701.25,764.25,486.75,539.5,476.418762,535.188904,481.253723,531.05896,,,,
46116,,,,,630.25,668.25,474.5,518.75,,,,,,,,,702.375,765.375,487.125,539.75,476.539108,535.2163085,481.413788,531.140259,,,,
46117,,,,,630.5,668.5,474.6666667,518.8333333,,,,,,,,,703.5,766.5,487.5,540,476.659454,535.243713,481.573853,531.221558,,,,
46118,,,,,630.75,668.75,474.8333333,518.9166667,,,,,,,,,704.625,767.625,487.875,540.25,477.329727,535.6218565,481.7869265,531.110779,,,,
46119,,,,,631,669,475,519,,,,,,,,,705.75,768.75,488.25,540.5,478,536,482,531,,,,
46120,,,,,631.5,669.5,475,519.5,,,,,,,,,706.875,769.875,488.625,540.75,478.482361,535.732666,482.4425355,530.8091735,,,,
46121,,,,,632,670,475,520,,,,,,,,,708,771,489,541,478.964722,535.465332,482.885071,530.618347,,,,
46122,,,,,632.5714286,670.5714286,475.5714286,520.5714286,,,,,,,,,709.146393,771.8685,489.193268,540.9638975,479.241867,536.062744,482.7644805,530.7683105,,,,
46123,,,,,633.1428571,671.1428571,476.1428571,521.1428571,,,,,,,,,710.292786,772.737,489.386536,540.927795,479.519012,536.660156,482.64389,530.918274,,,,
46124,,,,,633.7142857,671.7142857,476.7142857,521.7142857,,,,,,,,,711.146393,773.8685,488.693268,540.4638975,479.7245175,537.086975,482.827011,531.2883605,,,,
46125,,,,,634.2857143,672.2857143,477.2857143,522.2857143,,,,,,,,,712,775,488,540,479.930023,537.513794,483.010132,531.658447,,,,
46126,,,,,634.8571429,672.8571429,477.8571429,522.8571429,,,,,,,,,712.5,775.5,488.5,541.5,480.0460355,537.876343,483.632004,532.4885865,,,,
46127,,,,,635.4285714,673.4285714,478.4285714,523.4285714,,,,,,,,,713,776,489,543,480.162048,538.238892,484.253876,533.318726,,,,
46128,,,,,636,674,479,524,,,,,,,,,714.171295,777.042053,489.71994,543.6091615,480.640152,538.838379,485.251984,534.419373,,,,
46129,,,,,636.5714286,674.5714286,479.5714286,524.5714286,,,,,,,,,715.34259,778.084106,490.43988,544.218323,481.118256,539.437866,486.250092,535.52002,,,,
46130,,,,,637.1428571,675.1428571,480.1428571,525.1428571,,,,,,,,,716.383728,778.763275,491.3335415,544.8017275,481.559128,540.218933,487.125046,536.76001,,,,
46131,,,,,637.7142857,675.7142857,480.7142857,525.7142857,,,,,,,,,717.424866,779.442444,492.227203,545.385132,482,541,488,538,,,,
46132,,,,,638.2857143,676.2857143,481.2857143,526.2857143,,,,,,,,,718.305725,780.2697145,492.906326,546.0183105,482.400482,541.5386045,488.940567,539.057617,,,,
46133,,,,,638.8571429,676.8571429,481.8571429,526.8571429,,,,,,,,,719.186584,781.096985,493.585449,546.651489,482.800964,542.077209,489.881134,540.115234,,,,
46134,,,,,639.4285714,677.4285714,482.4285714,527.4285714,,,,,,,,,720.093292,782.0484925,493.7927245,546.8257445,483.102264,542.916412,490.2429655,540.932922,,,,
46135,,,,,640,678,483,528,,,,,,,,,721,783,494,547,483.403564,543.755615,490.604797,541.75061,,,,
46136,,,,,640.515259,678.4083555,483.299927,528.1733095,,,,,,,,,721.75,783.5,493.9166667,546.75,483.9429015,544.118927,490.3023985,541.375305,,,,
46137,,,,,641.030518,678.816711,483.599854,528.346619,,,,,,,,,722.5,784,493.8333333,546.5,484.482239,544.482239,490,541,,,,
46138,,,,,641.4982605,679.1878965,483.7203675,528.3527835,,,,,,,,,723.25,784.5,493.75,546.25,484.7411195,544.7411195,490,541,,,,
46139,,,,,641.966003,679.559082,483.840881,528.358948,,,,,,,,,724,785,493.6666667,546,485,545,490,541,,,,
46140,,,,,642.1259155,680.069336,483.4010315,528.333954,,,,,,,,,724.75,785.5,493.5833333,545.75,485.2,545.4,490,541.2,,,,
46141,,,,,642.285828,680.57959,482.961182,528.30896,,,,,,,,,725.5,786,493.5,545.5,485.4,545.8,490,541.4,,,,
46142,,,,,642.642914,681.289795,482.980591,528.65448,,,,,,,,,726.25,786.5,493.4166667,545.25,485.6,546.2,490,541.6,,,,
46143,,,,,643,682,483,529,,,,,,,,,727,787,493.3333333,545,485.8,546.6,490,541.8,,,,
46144,,,,,643.0448915,682.2493895,482.306473,528.5476685,,,,,,,,,727.75,787.5,493.25,544.75,486,547,490,542,,,,
46145,,,,,643.089783,682.498779,481.612946,528.095337,,,,,,,,,728.5,788,493.1666667,544.5,486.2,547.4,490,542.2,,,,
46146,,,,,643.5448915,682.7493895,481.306473,528.0476685,,,,,,,,,729.25,788.5,493.0833333,544.25,486.4,547.8,490,542.4,,,,
46147,,,,,644,683,481,528,,,,,,,,,730,789,493,544,486.6,548.2,490,542.6,,,,
46148,,,,,644.5,683.5,481.5,527.5,,,,,,,,,730.5,789.5,493.5,544.5,486.8,548.6,490,542.8,,,,
46149,,,,,645,684,482,527,,,,,,,,,731,790,494,545,487,549,490,543,,,,
46150,,,,,645.1503905,684.138275,482.0973815,527.0834045,,,,,,,,,731.5,790.5,494,545,487.6663055,549.3606875,490.494339,543.2330935,,,,
46151,,,,,645.300781,684.27655,482.194763,527.166809,,,,,,,,,732,791,494,545,488.332611,549.721375,490.988678,543.466187,,,,
46152,,,,,645.615265,684.516235,482.3264005,527.212158,,,,,,,,,732.1666667,791.1666667,493.8333333,544.6666667,488.6663055,550.3606875,490.994339,543.7330935,,,,
46153,,,,,645.929749,684.75592,482.458038,527.257507,,,,,,,,,732.3333333,791.3333333,493.6666667,544.3333333,489,551,491,544,,,,
46154,,,,,646.199463,684.833557,482.6769715,527.2548215,,,,,,,,,732.5,791.5,493.5,544,489.75,551.75,490.8333333,544,,,,
46155,,,,,646.469177,684.911194,482.895905,527.252136,,,,,,,,,732.6666667,791.6666667,493.3333333,543.6666667,490.5,552.5,490.6666667,544,,,,
46156,,,,,646.7345885,684.955597,482.9479525,527.126068,,,,,,,,,732.8333333,791.8333333,493.1666667,543.3333333,491.25,553.25,490.5,544,,,,
46157,,,,,647,685,483,527,,,,,,,,,733,792,493,543,492,554,490.3333333,544,,,,
46158,,,,,647.2196655,685.1929625,482.885681,526.854767,,,,,,,,,733.1666667,792.1666667,492.8333333,542.6666667,492.75,554.75,490.1666667,544,,,,
46159,,,,,647.439331,685.385925,482.771362,526.709534,,,,,,,,,733.3333333,792.3333333,492.6666667,542.3333333,493.5,555.5,490,544,,,,
46160,,,,,647.2196655,685.6929625,482.385681,526.354767,,,,,,,,,733.5,792.5,492.5,542,494.25,556.25,489.8333333,544,,,,
46161,,,,,647,686,482,526,,,,,,,,,733.6666667,792.6666667,492.3333333,541.6666667,495,557,489.6666667,544,,,,
46162,,,,,647,686,482,526,,,,,,,,,733.8333333,792.8333333,492.1666667,541.3333333,495.75,557.75,489.5,544,,,,
46163,,,,,647,686,482,526,,,,,,,,,734,793,492,541,496.5,558.5,489.3333333,544,,,,
46164,,,,,647.087555,686.1851805,481.714142,525.82428,,,,,,,,,734.1951295,792.905487,491.830353,540.589813,497.25,559.25,489.1666667,544,,,,
46165,,,,,647.17511,686.370361,481.428284,525.64856,,,,,,,,,734.390259,792.810974,491.660706,540.179626,498,560,489,544,,,,
46166,,,,,647.587555,686.6851805,481.214142,525.32428,,,,,,,,,734.6951295,792.905487,491.330353,539.589813,498.5,561,489,544.5,,,,
46167,,,,,648,687,481,525,,,,,,,,,735,793,491,539,499,562,489,545,,,,
46168,,,,,648,687,481,525,,,,,,,,,734.5,792.5,491,539,500,563.0714286,489.4285714,545.4285714,,,,
46169,,,,,648,687,481,525,,,,,,,,,734,792,491,539,501,564.1428571,489.8571429,545.8571429,,,,
46170,,,,,648,687,481.5,525.5,,,,,,,,,734.3925475,792.1694335,491.5317995,539.4312745,502,565.2142857,490.2857143,546.2857143,,,,
46171,,,,,648,687,482,526,,,,,,,,,734.785095,792.338867,492.063599,539.862549,503,566.2857143,490.7142857,546.7142857,,,,
46172,,,,,648,687.5,481.5,526,,,,,,,,,735.011963,792.215027,492.675705,540.18338,504,567.3571429,491.1428571,547.1428571,,,,
46173,,,,,648,688,481,526,,,,,,,,,735.238831,792.091187,493.287811,540.504211,505,568.4285714,491.5714286,547.5714286,,,,
46174,,,,,648,688,481.5,526.5,,,,,,,,,734.6194155,792.0455935,493.1439055,541.2521055,506,569.5,492,548,,,,
46175,,,,,648,688,482,527,,,,,,,,,734,792,493,542,507,570.5714286,492.4285714,548.4285714,,,,
46176,,,,,648.5,688.5,482.5,527.5,,,,,,,,,733.805298,791.901245,493.3104555,542.39151,508,571.6428571,492.8571429,548.8571429,,,,
46177,,,,,649,689,483,528,,,,,,,,,733.610596,791.80249,493.620911,542.78302,509,572.7142857,493.2857143,549.2857143,,,,
46178,,,,,648.591858,688.8095705,483.215332,528.4602965,,,,,,,,,733.462616,791.3591,494.1485595,543.061096,510,573.7857143,493.7142857,549.7142857,,,,
46179,,,,,648.183716,688.619141,483.430664,528.920593,,,,,,,,,733.314636,790.91571,494.676208,543.339172,511,574.8571429,494.1428571,550.1428571,,,,
46180,,,,,649.091858,689.3095705,484.715332,529.9602965,,,,,,,,,733.348236,791.026733,495.3575285,544.085907,512,575.9285714,494.5714286,550.5714286,,,,
46181,,,,,650,690,486,531,,,,,,,,,733.381836,791.137756,496.038849,544.832642,513,577,495,551,,,,
46182,,,,,650.335144,690.219391,486.5072935,531.377075,,,,,,,,,733.3187865,791.116394,496.5466615,545.3756715,513.5,578,495.5,551,,,,
46183,,,,,650.670288,690.438782,487.014587,531.75415,,,,,,,,,733.255737,791.095032,497.054474,545.918701,514,579,496,551,,,,
46184,,,,,650.7492065,690.531708,486.184097,530.9394225,,,,,,,,,733.1278685,791.047516,496.527237,545.4593505,515.066223,580.088043,495.2426605,550.2611085,,,,
46185,,,,,650.828125,690.624634,485.353607,530.124695,,,,,,,,,733,791,496,545,516.132446,581.176086,494.485321,549.522217,,,,
46186,,,,,650.4140625,690.312317,484.1768035,529.5623475,,,,,,,,,733.5,790.5,494.5,543,517.18042,582.1819455,493.4920195,548.493286,,,,
46187,,,,,650,690,483,529,,,,,,,,,734,790,493,541,518.228394,583.187805,492.498718,547.464355,,,,
46188,,,,,,,,,,,,,,,,,,,,,519.239502,584.1482545,491.7642515,546.6870115,,,,
46189,,,,,,,,,,,,,,,,,,,,,520.25061,585.108704,491.029785,545.909668,,,,
46190,,,,,,,,,,,,,,,,,,,,,521.3869015,586.237732,491.1130065,545.986725,,,,
46191,,,,,,,,,,,,,,,,,,,,,522.523193,587.36676,491.196228,546.063782,,,,
46192,,,,,,,,,,,,,,,,,,,,,523.7615965,588.68338,491.098114,546.031891,,,,
46193,,,,,,,,,,,,,,,,,,,,,525,590,491,546,,,,
46194,,,,,,,,,,,,,,,,,,,,,527,591.5,491.5,546,,,,
46195,,,,,,,,,,,,,,,,,,,,,529,593,492,546,,,,
46196,,,,,,,,,,,,,,,,,,,,,530,594.5,491.5,545.5,,,,
46197,,,,,,,,,,,,,,,,,,,,,531,596,491,545,,,,
46198,,,,,,,,,,,,,,,,,,,,,532,597.5,490,544.5,,,,
46199,,,,,,,,,,,,,,,,,,,,,533,599,489,544,,,,
46200,,,,,,,,,,,,,,,,,,,,,534,600.5,488.5,544,,,,
46201,,,,,,,,,,,,,,,,,,,,,535,602,488,544,,,,
46202,,,,,,,,,,,,,,,,,,,,,536.4565125,603.3373415,486.9484405,542.765808,,,,
46203,,,,,,,,,,,,,,,,,,,,,537.913025,604.674683,485.896881,541.531616,,,,
46204,,,,,,,,,,,,,,,,,,,,,538.9565125,605.8373415,486.4484405,541.265808,,,,
46205,,,,,,,,,,,,,,,,,,,,,540,607,487,541,,,,
46206,,,,,,,,,,,,,,,,,,,,,542,609,487,541.5,,,,
46207,,,,,,,,,,,,,,,,,,,,,544,611,487,542,,,,
46208,,,,,,,,,,,,,,,,,,,,,545,612.5,487,542.5,,,,
46209,,,,,,,,,,,,,,,,,,,,,546,614,487,543,,,,
46210,,,,,,,,,,,,,,,,,,,,,547.5,615.5,487.5,543.5,,,,
46211,,,,,,,,,,,,,,,,,,,,,549,617,488,544,,,,
46212,,,,,,,,,,,,,,,,,,,,,550.5,618,488.5,544,,,,
46213,,,,,,,,,,,,,,,,,,,,,552,619,489,544,,,,
46214,,,,,,,,,,,,,,,,,,,,,553,620.5,489.5,545,,,,
46215,,,,,,,,,,,,,,,,,,,,,554,622,490,546,,,,
46216,,,,,,,,,,,,,,,,,,,,,555.4903565,623.593994,490.015671,546.435364,,,,
46217,,,,,,,,,,,,,,,,,,,,,556.980713,625.187988,490.031342,546.870728,,,,
46218,,,,,,,,,,,,,,,,,,,,,558.0538635,626.471832,490.3941195,547.4090885,,,,
